Company,Product,Cpu,Ram,Gpu,OpSys,Inches,Price,Cpu_brand,Gpu_brand,HDD,SSD,LogPrice
Acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,96256,14 Cores,4GB,0,512,11.47476659
MSI,Prestige 14 Evo B12M-472IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,77990,12 Cores,Intel,0,512,11.26433589
Dell,Alienware X16 R1 2023 Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,12GB NVIDIA GeForce RTX 4080,Windows 11 OS,16,323290,24 Cores,12GB,0,1000,12.68630503
Dell,Inspiron 5425 Laptop,"Octa Core, 16 Threads",16,AMD Radeon Radeon,Windows 11 OS,14,67990,"Octa Core,",AMD,0,512,11.12711591
MSI,Prestige 13 Evo B12M-085IN Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,13.3,82990,12 Cores,Intel,0,512,11.3264754
Dell,Alienware m16 2023 Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GEFORCE RTX 4060,Windows 11 OS,16,199990,"Octa Core,",8GB,0,1000,12.20602264
Gigabyte,Aero 16 XE5 OLED Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 3070Ti,Windows 11  OS,16,189999,14 Cores,8GB,0,1000,12.15477409
Lenovo,Yoga 6 83B2005TIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon,Windows 11 OS,13.3,73990,"Hexa Core,",AMD,0,512,11.21168523
Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,67990,"Hexa Core,",4GB,0,512,11.12711591
Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,142990,14 Cores,6GB,0,1000,11.87052998
Lenovo,IdeaPad Flex 5 82R900D9IN Laptop,"Octa Core, 16 Threads",16,AMD Radeon,Windows 11 OS,14,64990,"Octa Core,",AMD,0,512,11.08198869
Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,16,84800,10 Cores,4GB,0,512,11.34805082
Lenovo,IdeaPad Flex 5 82XX007KIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,14,64990,"Hexa Core,",AMD,0,512,11.08198869
Acer,Nitro 16 ‎AN16-41 Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,129990,"Octa Core,",8GB,0,512,11.7752128
Acer,Nitro 16 ‎AN16-41 2023 Gaming Laptop,"Octa Core, 16 Threads",8,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,114990,"Octa Core,",8GB,0,512,11.65260045
Acer,Aspire 5 2023 A515-58M Gaming Laptop,"10 Cores (2P + 8E), 12 Threads",8,4GB NVIDIA GeForce RTX2050,Windows 11 OS,15.6,80000,10 Cores,4GB,0,512,11.28978191
Acer,Aspire 5 15 A515-58M Gaming Laptop,"10 Cores (2P + 8E), 12 Threads",16,4GB NVIDIA GeForce RTX2050,Windows 11 OS,15.6,54990,10 Cores,4GB,0,512,10.91490663
LG,Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,98999,12 Cores,Intel,0,512,11.50286503
Dell,Latitude 5420 Business Laptop,"Quad Core, 8 Threads",8,Intel UHD Graphics,Windows 10  OS,14,69990,"Quad Core,",Intel,0,512,11.15610765
Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,76990,"Octa Core,",4GB,0,512,11.25143082
Fujitsu,UH-X ‎4ZR1L12857 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,74990,10 Cores,Intel,0,512,11.22511005
Fujitsu,UH-X ‎4ZR1L12856 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,89990,12 Cores,Intel,0,512,11.40745383
HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),"Quad Core, 4 Threads",8,Intel Integrated UHD Graphics,Windows 11  OS,15.6,29999,"Quad Core,",Intel,0,512,10.30891933
HP,ZBook Firefly 16 G9 2023 Workstation Laptop,"10 Cores (2P + 8E), 12 Threads",16,4GB NVIDIA RTX A500 ,Windows 11 OS,16,97705,10 Cores,4GB,0,512,11.48970801
HP,ZBook Studio G9 16 Workstation WQUXGA Laptop,"14 Cores (6P + 8E), 20 Threads",32,6GB NVIDIA GeForce RTX 3060,Windows 11 OS,16,240707,14 Cores,6GB,0,1000,12.39133571
HP,ZBook Studio G9 WUXGA Workstation Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS,16,234990,14 Cores,8GB,0,1000,12.36729824
HP,ZBook Studio G9 16 WUXGA Workstation Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 3060,Windows 11 OS,16,209990,14 Cores,6GB,0,1000,12.25481519
HP,ZBook Studio G9 2023 Workstation WQUXGA Laptop,"14 Cores (6P + 8E), 20 Threads",32,12GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,16,390914,14 Cores,12GB,0,1000,12.87624287
HP,ZBook Studio G9 Workstation WQUXGA Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 3060,Windows 11 OS,16,172588,14 Cores,6GB,0,1000,12.05866253
HP,ZBook Studio G9 Workstation Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS,16,254657,14 Cores,8GB,0,1000,12.44767282
LG,gram360 16 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics ,Windows 11 OS,16,152499,12 Cores,Intel,0,1000,11.93491332
Lenovo,IdeaPad 1 82V6005CIN Laptop,"Dual Core, 2 Threads",4,Intel UHD Graphics 600,Windows 11 OS,11.6,23990,"Dual Core,",Intel,0,256,10.08539236
Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 3050 ,Windows 11 OS,14,119990,"Octa Core,",6GB,0,512,11.69516368
LG,UltraPC 16 ‎16U70R-G.AH56A2 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon 7 Graphics,Windows 11 OS,16,78299,"Hexa Core,",AMD,0,512,11.26829011
LG,Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,115990,12 Cores,Intel,0,512,11.66125926
Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,"10 Cores (2P + 8E), 12 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,61990,10 Cores,Integrated,0,512,11.03472836
HP,255 G8 6E3Z0PA Laptop,"Dual Core, 4 Threads",8,AMD Radeon Graphics,DOS OS,15.6,26999,"Dual Core,",AMD,0,512,10.20355511
HP,Omen 16-wd0990TX Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16.1,103099,Octa Core,6GB,0,512,11.54344497
Infinix,Zerobook 13 ZL513 2023 Laptop,"14 Cores (6P + 8E), 20 Threads",32,Intel Integrated Iris Xe,Windows 11 OS,15.6,64990,14 Cores,Intel,0,1000,11.08198869
Lenovo,S14 Gen 3 82TW001CIH Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel UHD Graphics,Windows 11 OS,14,47990,10 Cores,Intel,0,512,10.77874793
Lenovo,IdeaPad 1 14IGL7 82V6005EIN Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Windows 10 OS,14,24990,"Dual Core,",Intel,0,256,10.12623102
Lenovo,ThinkPad T14 Gen 2 20W0S16Q00 Laptop,"Quad Core, 8 Threads",16,2GB NVIDIA GeForce MX450,Windows 11 OS,14,130800,"Quad Core,",2GB,0,512,11.78142472
MSI,Thin GF63 11SC-1462IN Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,57990,"Octa Core,",4GB,0,512,10.96802586
Lenovo,ThinkBook 15 21JF002CIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,DOS OS,15.6,38500,"Quad Core,",AMD,0,512,10.55841352
MSI,Thin GF63 11SC-1477IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,47990,"Hexa Core,",4GB,0,512,10.77874793
Lenovo,ThinkPad E14 21JRS00Y00 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,44990,"Quad Core,",AMD,0,512,10.71419552
MSI,Katana GF66 12UCOK 2023 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,69990,Octa Core,4GB,0,512,11.15610765
Asus,Vivobook 15 2023 X1504VA-NJ543WS Laptop,"10 Cores (2P + 8E), 12 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,61990,10 Cores,Integrated,0,512,11.03472836
Asus,Vivobook 16X 2023 K3605ZU-MB541WS Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA Geforce RTX 4050,Windows 11 OS,16,89990,Octa Core,6GB,0,512,11.40745383
Asus,Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop,"10 Cores (2P + 8E), 12 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,65990,10 Cores,Integrated,0,512,11.09725849
Lenovo,ThinkPad E14 21JRS00T00 Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,58990,"Hexa Core,",AMD,0,512,10.98512322
HP,Envy x360 15-fe0028TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,94990,10 Cores,Intel,0,512,11.4615269
HP,Envy x360 15-fh0019AU Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,86490,"Octa Core,",AMD,0,512,11.36778408
HP,Envy x360 15-fh0015AU Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,77490,"Hexa Core,",AMD,0,512,11.25790417
HP,Envy x360 15-fh0016AU Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,85490,"Hexa Core,",AMD,0,512,11.35615469
Lenovo,IdeaPad Slim 3 2023 82X70033IN Laptop,"5 Cores (1P + 4E), 6 Threads",8,Integrated Intel UHD Graphics,Windows 11 OS,15.6,44000,5 Cores,Integrated,0,512,10.69194491
HP,14-em0027AU Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,14,51990,"Quad Core,",AMD,0,512,10.85880667
Dell,Vostro 15 3510 Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,37990,"Dual Core,",Intel,0,0,10.54507825
HP,14-em0025AU Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,34990,"Quad Core,",AMD,0,512,10.46281759
Lenovo,ThinkPad E14 21JRS00U00 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,57799,"Hexa Core,",AMD,0,512,10.96472675
Lenovo,Thinkpad E15 21E6S05B00 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,65990,10 Cores,Intel,0,512,11.09725849
Lenovo,Thinkbook 15 21DJ00EXIH Laptop,"10 Cores (2P + 8E), 12 Threads",8,Iris Xe Graphics,Windows 11 OS,15.6,53990,10 Cores,Iris,0,512,10.89655412
Lenovo,IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,49990,"Hexa Core,",4GB,0,512,10.81957826
MSI,Stealth 15 A13VF-074IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,171990,10 Cores,8GB,0,1000,12.05519161
HP,14-gr0000TU Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,14,44990,Hexa Core,Intel,0,512,10.71419552
HP,Envy 15-fe0032TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris X Graphics,Windows 11 OS,15.6,115990,10 Cores,Intel,0,1000,11.66125926
HP,14-hr0000AU Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,14,50990,"Quad Core,",AMD,0,512,10.83938481
HP,Envy 15-fe0030TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris X Graphics,Windows 11 OS,15.6,109990,10 Cores,Intel,0,512,11.60814473
Acer,One 14 Z2-493 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,29990,"Quad Core,",AMD,0,256,10.30861927
Asus,ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,14,163999,"Octa Core,",6GB,0,1000,12.00761561
Asus,TUF Gaming F15 FX506HF-HN026W Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,58990,"Hexa Core,",4GB,0,1000,10.98512322
Dell,Inspiron 5430 2023 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,83990,10 Cores,Intel,0,512,11.33845302
Dell,Inspiron 3525 Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Radeon Graphics,Windows 11 OS,15.6,43890,"Hexa Core,",AMD,0,512,10.68944178
Ninkear,A16 Gaming Laptop,"Octa Core, 16 Threads",32,AMD Radeon 680M,Windows 11 OS,16,79999,"Octa Core,",AMD,0,2000,11.28976941
Lenovo,IdeaPad 3 15ITL05 81X800N2IN Laptop,"Dual Core, 4 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,35490,"Dual Core,",Intel,0,512,10.47700625
HP,Zbook Power G4-A ZHAN 99 Laptop,"Octa Core, 16 Threads",32,4GB NVIDIA Quadro T600,Windows 11 OS,15.6,137890,"Octa Core,",4GB,0,1000,11.83421154
Dell,Inspiron 7420 2in1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,94990,10 Cores,Intel,0,512,11.4615269
Lenovo,IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,67990,Octa Core,4GB,0,512,11.12711591
HP,14-em0026AU Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,46990,"Quad Core,",AMD,0,512,10.75769009
Asus,Vivobook 16X 2023 K3605ZU-MB741WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,6GB NVIDIA Geforce RTX 4050,Windows 11 OS,16,94990,10 Cores,6GB,0,512,11.4615269
MSI,GF75 Thin 10SCXR-007IN Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 10  OS,17.3,83500,"Hexa Core,",4GB,0,512,11.33260191
MSI,Cyborg 15 A12VE-051IN Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,91990,Octa Core,6GB,0,512,11.42943515
MSI,Cyborg 15 A12VF-049IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,111990,10 Cores,8GB,0,512,11.62616486
HP,250 G9 701H5PA Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,67990,10 Cores,Intel,0,512,11.12711591
Lenovo,Thinkpad E14 21E3S06300 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe,DOS OS,14,67999,10 Cores,Intel,0,512,11.12724828
Lenovo,‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD,DOS OS,14,46200,Hexa Core,Intel,0,512,10.74073508
Dell,Vostro 5620 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD,Windows 11  OS,16,52998,Hexa Core,Intel,0,512,10.87800946
Dell,Vostro 3525 D560926WIN9B Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,45499,"Hexa Core,",AMD,0,512,10.72544563
Lenovo,‎ThinkPad E14 Gen 4 21E3S06D00 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD,Windows 11 OS,14,49999,Hexa Core,Intel,0,512,10.81975828
Acer,Aspire 3 A315-510P Laptop,"Octa Core, 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,29980,"Octa Core,",Intel,0,256,10.30828577
Dell,Inspiron 16 5635 Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,16,57290,"Hexa Core,",AMD,0,512,10.95588137
HP,Pavilion 14-dv1043TU Laptop,"Quad Core, 8 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,14,58990,"Quad Core,",Intel,0,512,10.98512322
Razer,Blade 14 2023 Gaming Laptop,"Octa Core, 16 Threads",32,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,14,199990,"Octa Core,",8GB,0,1000,12.20602264
MSI,Bravo 15 C7UDXK-092IN Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,79990,"Octa Core,",6GB,0,512,11.28965691
MSI,Bravo 15 C7UDXK-093IN Gaming Laptop,"Hexa Core, 12 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,78990,"Hexa Core,",6GB,0,512,11.27707654
Acer,Aspire 5 A514-56M 2023 Gaming Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,51990,10 Cores,Intel,0,512,10.85880667
MSI,Bravo 17 C7VFK-034IN Gaming Laptop,"Octa Core, 16 Threads",16,8GB Nvidia GeForce RTX 4060,Windows 11 OS,17.3,104990,"Octa Core,",8GB,0,1000,11.56162039
MSI,Bravo 15 C7VFK-087IN Gaming Laptop,"Octa Core, 16 Threads",16,8GB Nvidia GeForce RTX 4060,Windows 11 OS,15.6,104990,"Octa Core,",8GB,0,1000,11.56162039
Acer,One 14 2023 Z8-415 ‎Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,39990,"Quad Core,",Intel,0,512,10.5963847
MSI,Thin GF63 11UCX-1441IN Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,59990,"Octa Core,",4GB,0,512,11.00193316
MSI,Thin GF63 11UCX-1471IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,47990,"Hexa Core,",4GB,0,512,10.77874793
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,"10 Cores (2P + 8E), 12 Threads",8,Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,47890,10 Cores,Integrated,0,512,10.77666199
MSI,Bravo 15 C7VEK-089IN Gaming Laptop,"Hexa Core, 12 Threads",16,6GB Nvidia GeForce RTX 4050,Windows 11 OS,15.6,85490,"Hexa Core,",6GB,0,512,11.35615469
MSI,Bravo 15 C7VEK-088IN Gaming Laptop,"Octa Core, 16 Threads",16,6GB Nvidia GeForce RTX 4050,Windows 11 OS,15.6,94990,"Octa Core,",6GB,0,1000,11.4615269
MSI,Bravo 17 C7VEK-035IN Gaming Laptop,"Octa Core, 16 Threads",16,6GB Nvidia GeForce RTX 4050,Windows 11 OS,17.3,95490,"Octa Core,",6GB,0,1000,11.46677681
HP,255 G9 7M654PA Laptop,"Hexa Core (2P + 4E), 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,54999,Hexa Core,AMD,0,512,10.91507028
Lenovo,ThinkPad T14 2022 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,159000,12 Cores,Intel,0,512,11.97665948
Dell,Inspiron 5620 ICC-C783531WIN8 Laptop,"12 Cores (4P + 8E), 16 Threads",16,2GB NVIDIA GeForce MX570,Windows 11  OS,16,80610,12 Cores,2GB,0,512,11.29737799
MSI,Prestige 13 Evo A12M-085IN Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,13.3,77990,12 Cores,Intel,0,512,11.26433589
Dell,XPS 17 9730 Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,17,303490,14 Cores,8GB,0,1000,12.62310394
Dell,XPS 13 Plus 9320 2023 Laptop,"12 Cores (4P + 8E), 16 Threads",32,Intel Iris Xe Graphics,Windows 11 OS,13.4,201990,12 Cores,Intel,0,1000,12.21597347
Dell,XPS 9530 2023 Laptop,"14 Cores (6P + 8E), 20 Threads",32,6GB NVIDIA RTX 4050,Windows 11 OS,15.6,278290,14 Cores,6GB,0,1000,12.53641901
Lenovo,Legion Pro 7i 2023 Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,12GB NVIDIA Geforce RTX 4080,Windows 11 OS,16,286200,24 Cores,12GB,0,1000,12.56444615
Lenovo,Legion Slim 7i 2023 Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",16,8GB NVIDIA Geforce RTX 4060,Windows 11 OS,16,157544,12 Cores,8GB,0,1000,11.96746006
Lenovo,Legion Pro 5 82WM00B5IN 2023 Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA Geforce RTX 4060,Windows 11 OS,16,140990,"Octa Core,",8GB,0,1000,11.85644424
Lenovo,Thinkpad E14 G4 21E3S02M00 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,133000,10 Cores,Intel,0,512,11.79810441
Lenovo,Thinkpad E14 G4 21E3006UIG Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,DOS OS,14,72500,10 Cores,Intel,0,512,11.19134184
LG,Gram 14 2023 14Z90R Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,127000,12 Cores,Intel,0,512,11.75194237
LG,Gram 17 2023 17Z90R-G.CH77A2 Laptop,"12 Cores (4P + 8E), 16 Threads",16,4GB Nvidia RTX 3050,Windows 11 OS,17,146990,12 Cores,4GB,0,1000,11.89811984
LG,Gram 16 2023 16Z90R Laptop,"12 Cores (4P + 8E), 16 Threads",16,4GB Nvidia RTX 3050,Windows 11 OS,16,142990,12 Cores,4GB,0,1000,11.87052998
LG,Gram 2 in 1 16 Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Iris Xe Graphics ,Windows 11 OS,16,205000,12 Cores,Intel,0,256,12.23076526
LG,UltraPC 16 16U70R-G.AH76A2 Laptop,"Octa Core, 16 Threads",16,AMD Radeon 7 Graphics,Windows 11 OS,16,89799,"Octa Core,",AMD,0,512,11.40532912
Lenovo,Thinkbook 14 Gen 4 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Integrated Intel UHD Graphics,Windows 11 OS,14,63999,10 Cores,Integrated,0,1000,11.06662274
Dell,Inspiron 3525 D560927WIN9S Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,15.6,43490,"Hexa Core,",AMD,0,512,10.68028631
AXL,Vayu Book LAP01 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD Graphics,Windows 11 OS,14.1,12990,"Dual Core,",Intel,0,128,9.47193511
AXL,Vayu Book LAP02 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD Graphics,Windows 11 OS,15.6,15990,"Dual Core,",Intel,0,256,9.679718806
MSI,Modern 14 C12M-444IN Laptop,"Hexa Core (2P + 4E), 8 Threads",16,Intel Integrated UHD,Windows 11 OS,14,36990,Hexa Core,Intel,0,512,10.51840288
Asus,Vivobook 14X 90NB11H2-M004D0 Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,14,63990,Octa Core,4GB,0,512,11.0664821
Lenovo,S14 82TW0019IH Laptop,"10 Cores (2P + 8E), 12 Threads",8,Integrated Intel UHD Graphics,Windows 11 OS,14,45990,10 Cores,Integrated,0,512,10.73617926
Lenovo,V15 G2 ALC 82KDA01YIH Laptop,"Hexa Core, 12 Threads",8,AMD Radeon AMD,DOS OS,15.6,34990,"Hexa Core,",AMD,0,512,10.46281759
Lenovo,ThinkBook 15 G3 ACL 21A4A08VIH Laptop,"Hexa Core, 12 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,41490,"Hexa Core,",AMD,0,512,10.63320771
Asus,Vivobook Pro 15 M6500QF-HN741WS  Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,64990,"Octa Core,",4GB,0,512,11.08198869
HP,Victus 16 7K4J6PAACJ Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650 ,Windows 11 OS,16.1,57990,"Hexa Core,",4GB,0,512,10.96802586
Acer,Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,54990,Octa Core,4GB,0,512,10.91490663
Dell,Alienware x14 R2 Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,6GB NVIDIA GEFORCE RTX 4050,Windows 11 OS,14,208990,10 Cores,6GB,0,1000,12.25004168
Asus,Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,91560,12 Cores,Intel,0,1000,11.42474977
Lenovo,Thinkpad E14 20TA00J2IG Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,74000,"Quad Core,",Intel,0,512,11.21182037
Lenovo,V15 G3 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,51999,10 Cores,Intel,0,512,10.85897977
Lenovo,V15 G3 ‎‎82C7007SGE Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,31990,"Quad Core,",AMD,0,512,10.37317863
Lenovo,IdeaPad 3 15ITL6 82H803HLIN Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,32490,"Dual Core,",Intel,0,256,10.38868763
